text,label,narrative_name,account,date
"55 days of hell later, Amit was released.   However, there are still 136 hostages in Gaza. This includes 17 women and children, being held in the brutal and violent hands of radical Jihadists.",0,Zionist,southfirstresponders,2023-12-05T14:05:38+00:00
"At the beginning of this footage, we can see that it takes no less than five terrorists to attempt to drag Amit to Gaza.   At 00:41, we see her continuing in her heroic struggle, refusing to cooperate as she drops to her knees. For several moments she resists with all of her body weight as the terrorists continue to violently drag her.   At 01:01, as they forcefully rip her shirt, one of them hoists her onto his back. Even so, she still fights back, kicking everyone in sight. Eventually, at 01:10, she causes the terrorist carrying her to collapse on the ground. At 01:16, the terrorists start beating her, and call others to come and assist them.  Amit continues to fight for the duration of the video. Eventually it takes at least seven terrorists to subdue her, before shoving her into a vehicle that takes her deep inside Gaza.  Seven monsters. One heroic woman.",0,Zionist,southfirstresponders,2023-12-05T14:03:15+00:00
"Meet Amit Soussana.   She is a 40 year old lawyer from Kibbutz Kfar Aza, on the northern Gaza border. She has three cats, enjoys rock music, and plays tennis in her free time. Amit's favorite TV show is “The Sopranos”.   Amit lived by herself in Kibbutz Kfar Aza, and was kidnapped while hiding - with a fever - in the shelter of her home.    Despite being sick, confused and scared, this footage shows Amit's extraordinary bravery as she fought for her life, battling seven Hamas terrorists as they beat her and dragged her across the Kibbutz fields to captivity in Gaza.    This disturbing footage, taken from the Kibbutz CCTV cameras, is something Hamas does not want you to see.",0,Zionist,southfirstresponders,2023-12-05T13:52:48+00:00
So just how does Hamas treat female hostages?,0,Zionist,southfirstresponders,2023-12-05T13:45:46+00:00
Hamas took you away from us.   Every day that you are away is agony.   We will not give up hope.   Bring them back to us. Now.,0,Zionist,southfirstresponders,2023-12-04T19:32:19+00:00
"You are all encouraged to share the evidence of Hamas' atrocities.   You can further research the names and stories of the victims of Zikim beach and the other massacres, which have been diligently collected here:  https://oct7map.com.   May their memories be a blessing, and may they rest in peace.",0,Zionist,southfirstresponders,2023-12-04T12:42:13+00:00
"Hamas slaughtered everyone.   A first responder who arrived at the area after it had been cleared witnessed the gruesome aftermath.   As seen in this footage, the terrorists (one of them had been neutralized outside), massacred everyone that was hiding in the public restroom...    ...including 17-year-old friends who had been camping at the beach, who died in each-others arms.",0,Zionist,southfirstresponders,2023-12-04T12:35:43+00:00
Many of the beachgoers that survived the initial attack fled to take cover in public restrooms.   This video was taken by one of the beachgoers.  We can see the moment an Israeli soldier guarding the area makes a choice to go out on his own and confront the terrorists in an attempt to save the civilians.,0,Zionist,southfirstresponders,2023-12-04T12:12:52+00:00
"Hamas' Beach Massacre:  On the morning of October 7th, heavily armed Hamas terrorists took a number of boats up the Israeli coastline as part of their invasion.   The Israeli navy succeeded in intercepting many of them.  But one boat got through, and (as seen in this video), attacked with machine guns and RPGs, those camping, fishing, and swimming at Zikim beach. (you can see the camping tent in the background).",0,Zionist,southfirstresponders,2023-12-04T12:02:25+00:00
"On the morning of October 7th, Zikim Beach in southern Israel was a place of co-existence. A place where Israelis of all kinds would come together to swim, fish, and enjoy the peace of the Mediterranean.   Until Hamas terrorists invaded.   In the coming posts we will expose in detail how Hamas massacred innocent Israelis, Jews and Arabs alike, on the beach in Zikim, including new footage from first responders.",0,Zionist,southfirstresponders,2023-12-04T11:31:54+00:00
Hamas has publicly promised to repeat October 7th over and over.   We will continue to fight this evil. To fight so that these horrors shall never befall us again.   Ever.,0,Zionist,southfirstresponders,2023-12-01T17:10:22+00:00
That they spared no one.,0,Zionist,southfirstresponders,2023-12-01T17:07:40+00:00
That Hamas decapitated them.,0,Zionist,southfirstresponders,2023-12-01T17:04:50+00:00
And tied them up with metal wires to make it easier to torture them to death.,0,Zionist,southfirstresponders,2023-12-01T17:04:12+00:00
That Hamas bashed killed their victims by bashing their heads in.,0,Zionist,southfirstresponders,2023-12-01T17:03:23+00:00
Here is what we were reminded of:,0,Zionist,southfirstresponders,2023-12-01T17:01:46+00:00
"We buried over 1,200 of our citizens after the massacres of the 7th of October.  We held over 1,200 funerals. Funerals where entire families were buried together. Babies.  Mothers. Fathers. Grandparents. Brothers and sisters.   After the October 7th massacres, Israel's Zaka volunteers and other first responders were forced to process and identify over 1,200 people who were slaughtered, before handing them over for burial.   The handover of these bodies was another reminder of Hamas' evil, and we will expose this in the coming posts.  We must warn, the coming images are extremely graphic.",0,Zionist,southfirstresponders,2023-12-01T16:33:02+00:00
We have bad news for Hamas:   We are going to continue exposing the truth.  Join us in spreading this evidence of the horrific genocide of October 7th so that it never happens again.,0,Zionist,southfirstresponders,2023-11-28T16:34:20+00:00
"Make sure your sound is on.  This video, taken from the rear view camera from a vehicle parked outside one of the roadside bomb shelters in southern Israel, shows Hamas speeding off with a truckload of young party-goers to take them back to Gaza on 7th of October.   One of the hostages is seen getting out of the vehicle, and is summarily executed in cold-blood by a group of terrorists. They continue to riddle his body with bullets before driving off with the rest of the hostages.   This is how Hamas actually ""waves goodbye"" to innocent Israelis.",0,Zionist,southfirstresponders,2023-11-28T15:40:31+00:00
"Hamas terrorists riddle an innocent party-goer with bullets, executing him at point-blank range:  The coming video will show another case of Hamas' genocidal intentions, as multiple terrorists were caught on camera brutally executing another Israeli youngster who tried to escape the Nova Festival.   We must warn that this coming footage will be particularly disturbing.",0,Zionist,southfirstresponders,2023-11-28T14:41:50+00:00
"Over the past week, we've watched Hamas cynically manipulate our hostages, including women, children, and the elderly, when they were at their most vulnerable.  They did this while their loved ones remained under threat, all as part of their reprehensible propaganda campaign aimed at deceiving the world about their acts of terrorism and brutality.  We've had enough.  We will continue to show the world what Hamas does not want you to see.  Stand by.",0,Zionist,southfirstresponders,2023-11-28T10:27:37+00:00
They even make off with the gas station trash can...,0,Zionist,southfirstresponders,2023-11-26T19:01:07+00:00
"When the terrorists can't find anyone to kill, they proceed to loot the store like common criminals.",0,Zionist,southfirstresponders,2023-11-26T19:00:17+00:00
"In this video, compiled from various angles of the gas station security cameras at the Magen intersection on the morning of the attack, we can see the moments that the two Israeli employees open the storefront, only to see the invading Hamas terrorist force.   They immediately escape through the back of the store, as they are chased by Hamas terrorists who shoot their way in. Eventually, according to Israeli media, the two hid in a freezer for hours until help arrived.",0,Zionist,southfirstresponders,2023-11-26T18:57:43+00:00
"The October 7th Massacre is a national tragedy for all Israelis, irrespective of race, religion, or creed.   In the coming post we will show how two Israelis, one a Jew, and the other, a Muslim-Arab from the Bedouin minority miraculously escaped a massive Hamas onslaught, by hiding in the freezer of the gas station they managed in southern Israel.",0,Zionist,southfirstresponders,2023-11-26T18:53:25+00:00
"As Israeli media reports that more foreign agriculture workers will be included in the next hostage release tonight, we call on the world not to forget what Hamas did to the rest of their countrymen on October 7th.",0,Zionist,southfirstresponders,2023-11-25T21:57:21+00:00
Unimaginable Evil.,0,Zionist,southfirstresponders,2023-11-23T12:26:47+00:00
They took them.  They took them from their homes. They took them in their pajamas.  They took our babies from their cribs. They took our children from their beds.  They took our sisters. Our brothers.  They took our moms and dads.  They took our Grandmothers in their wheelchairs.  Every day. Every hour. Every minute that they are away from us is pure anguish.,0,Zionist,southfirstresponders,2023-11-23T12:23:46+00:00
"This is just a 7 minute glimpse into the minds of these psychopaths. For over 24 hours, thousands of them rampaged, burned, raped, and pillaged across our communities, as they chanted slogans of jihad and waved jihadi flags.",0,Zionist,southfirstresponders,2023-11-22T18:49:25+00:00
"The video begins at a gathering point for a huge force of Hamas terrorists in a nature reserve west of Kibbutz Be'eri, seemingly where they met after crossing the fence. Once the Toyota begins to drive we can hear the euphoria in their voices ahead of the crimes they are about to commit.   Here are a few excerpts from what they say to each-other as they speed towards Israeli communities:   (01:30): ""Oh the weather is great!"" (02:06): ""This is the hour for Jihad! This is the hour for Jihad!"" (02:15): They taunt [Israeli prime minister] Netanyahu. (02:20): ""My God is generous with us! In the name of God we will succeed!"" (02:37): ""It will take them two years...no.... 20 million years to figure out what happened here!"" (03:00): ""We must livestream it on the GoPro! It's a must!"".... ""Don't worry, this will be seen live so everyone [in Gaza] will follow us!""  At (03:20), the terrorists arrive at Kibbutz Be'eri, the site of one of the worst massacres. They begin to scream out ""BE'ERI, BE'ERI!"" while laughing uncontrollably.   (03:50): ""Walla I will die a holy death!... God be with us!"" (03:59): ""Send anyone and everyone our way! Oh Allah the Great!""  At (04:27) they approach road 232 and we can hear the driver screaming ""where is [the city of] Netivot?""  At (04:48) We can hear the driver start to sing a jihadist song ""Qariban Qariban"" which was famously adopted by ISIS. After he finishes singing, the driver stops to shoot intensely at an Israeli civilian car.   At (05:45), the driver sees a family station wagon approaching down the road. We can hear the driver say ""Give him lead Mahmoud!"" The terrorists then fire assault rifles, an RPG, and a heavy machine gun at it, until finally they approach the vehicle.   At (07:20) the terrorist says ""Clean it [the vehicle] out! Clean it out!""  The driver's fate is unclear.",0,Zionist,southfirstresponders,2023-11-22T18:44:40+00:00
"""Qariban Qariban!"" Hamas terrorists sing ISIS songs on their way to massacre innocent Israelis:  What did Hamas terrorists think, feel, and say as they rampaged into Israel on October 7th?   This coming footage, taken from the Dashcam of a Hamas toyota, will show  Hamas terrorists chanting genocidal slogans and singing a famous ISIS song in murderous euphoria on the morning of October 7th.",0,Zionist,southfirstresponders,2023-11-22T17:32:37+00:00
Remember the Nova.,0,Zionist,southfirstresponders,2023-11-21T16:02:27+00:00
"The Nova Festival Massacre: Unimaginable Horrors.   364 young party-goers from Israel and around the world were slaughtered as they celebrated peace -and life- at the Nova Music festival on that dark Saturday of October the 7th. 40 more were abducted to Gaza where they remain to this day. Others were brutally raped and tortured, their lives ruined forever. More than 17 policemen died trying to save them.   We are determined to give a voice to all of the victims. To those who are no longer with us, and those who are alive, but still suffering.   In this spirit we are now posting further evidence, in this collection of horrors cast upon us by Hamas at the Nova Music Festival. A reminder that Hamas are enemies of peace — and life.",0,Zionist,southfirstresponders,2023-11-21T15:53:49+00:00
The full sequence of this horror can be found here.   Don't be silent.,0,Zionist,southfirstresponders,2023-11-20T14:01:39+00:00
"The partygoers flee back in the direction of the main road, pursued by one of the terrorists.   At 00:16 of the clip, we can see the terrorist appears to catch one of the girls by her hair. As she struggles to free herself, he shoots her at point blank range and executes her.  Her friend, seeing this, freezes in fear and crouches to the ground, begging for mercy.   At 00:24, the terrorist fires over the girl's head at others who are fleeing.  The terrorist stands over the girl for several moments as she begs, before executing her in cold blood at 00:41.",0,Zionist,southfirstresponders,2023-11-20T13:57:56+00:00
The young Israelis begin to flee for their lives.,0,Zionist,southfirstresponders,2023-11-20T13:55:26+00:00
"The terrorists startle the partygoers from inside the Kibbutz, catching them by surprise.",0,Zionist,southfirstresponders,2023-11-20T13:50:49+00:00
"In these first clips, we can see the partygoers as they begin to arrive at Kibbutz Alumim, thinking they are safe.  From another camera we can see them attempting to calm each-other down.",0,Zionist,southfirstresponders,2023-11-20T13:28:37+00:00
"Hamas terrorists chase down and execute Israeli party-goer as she begs for her life:   This coming footage, from the security cameras at Kibbutz Alumim on the 7th of October, will show how party-goers from the Nova Music Festival arrived to the area thinking they were safe from the Hamas massacre — only to be ambushed by terrorists who had penetrated the Kibbutz.",0,Zionist,southfirstresponders,2023-11-20T13:14:30+00:00
"After six weeks of posting evidence of Hamas’ atrocities from the massacre of October 7th — evidence which has been verified by the world’s leading analysts, news outlets, and human rights organizations — it appears that some (Including the Palestinian Authority) are still not convinced.   If the shootings of people hiding in toilets, the machine-gunning of fleeing youth, and the summary executions recorded on Hamas' own cameras were not enough... we will be posting even more evidence of Hamas' systematic, intentional killing and targeting of civilians who attended the Nova Music Festival.   Enough of the lies. Enough of the denial. The truth must be told and we will do it.",0,Zionist,southfirstresponders,2023-11-20T12:31:10+00:00
"The terrorist continues to the other executed bodies scattered all over the highway.   He sees another woman with her shirt removed, who appears to have been shot in the head.   He cheers again in murderous joy before moving on to more bodies.",0,Zionist,southfirstresponders,2023-11-18T13:53:42+00:00
"In this first clip, a terrorist at the scene of one of the massacres calls to throw out the body of an executed young Israeli woman from her vehicle.   He then says ""throw her on the floor!""...""Throw her, throw her!"" before screaming out in joy.",0,Zionist,southfirstresponders,2023-11-18T13:42:42+00:00
"Hamas terrorists are caught cheering in ecstasy after slaughtering young Israeli women.  In the coming footage, taken from Hamas body cameras, we will show yet additional evidence of how these terrorists slaughtered civilians without remorse on October 7th, and even cheered themselves for their murder.",0,Zionist,southfirstresponders,2023-11-18T13:32:38+00:00
"Other party-goers in the shelter defended by Aner were seriously injured, killed, or dragged off to Gaza to become Hamas hostages. This widely-shared video openly promoted online by Hamas terrorists on October 7 shows the grizzly aftermath.",0,Zionist,southfirstresponders,2023-11-14T14:04:55+00:00
"Aner Shapira eventually died of wounds sustained while holding off the terrorists, as he fought to save the lives of his fellow party-goers. Some of those he shielded survived the shelter attack to tell his heroic story.",0,Zionist,southfirstresponders,2023-11-14T13:51:31+00:00
"In this dashcam video, you can see Hamas terrorists attacking civilians hiding in a bomb shelter (there are hundreds of these shelters in the south to protect residents from 22 years of Hamas rocket fire).   At the 0:07,  the first grenade is lobbed into the shelter, and an Israeli civilian runs out and tries to escape. The terrorists throw a grenade at him and shoot him dead out of frame.   At 00:30, the terrorists return to the shelter and start firing inside.   At 00:42, the terrorists back up across the street and fire an RPG into the shelter.  At 01:02, the terrorists return, and throw a second grenade into the shelter, which is thrown out by Aner Shapira again at 01:06 and it explodes.   At 01:22, the terrorists return yet again to throw grenade number three into the shelter, which Aner once again tosses back out.   At 01:55, the terrorists return to throw grenade number four into the shelter. Aner again tosses the grenade out, and it does not explode (appears to be a faulty grenade).   At 02:18, the terrorists return and fire into the shelter, when another terrorist comes at (02:33) and lobs grenade number five inside (which is also tossed back out)  At 02:50, the same terrorist returns to throw in grenade number six, which is also tossed back out and explodes.   At 03:40, after several terrorists try to fire into the shelter again, grenade number seven is thrown in. When tossed back out by Aner, it explodes near the terrorists.",0,Zionist,southfirstresponders,2023-11-14T12:42:22+00:00
"Shielding Civilians Against Hamas Grenades and RPGs:  The Bravery of Aner Shapira.  On October 7th, Aner Shapira, an off-duty soldier, attended the Nova Music Festival. Like many others he fled the area to a bomb shelter when Hamas began its initial assault. Once in the bomb shelter, Aner defended himself and other party-goers inside from a Hamas onslaught using nothing but a knife, a broken bottle, and his bare hands.   This new footage, taken from a dashcam outside the bomb-shelter, will show how Shapira withstood the Hamas assault, including gunfire and RPGs fired into the shelter, while lobbing back multiple Hamas grenades one after the other.",0,Zionist,southfirstresponders,2023-11-14T12:28:03+00:00
We urge all of our subscribers to make the silenced voices of these victims heard.  Never again.,0,Zionist,southfirstresponders,2023-11-13T14:11:57+00:00
"A seemingly endless sea of victims' bodies, many of them mutilated and showing signs of torture were also found in the wake of Hamas's rampage against our civilians.",0,Zionist,southfirstresponders,2023-11-13T14:11:30+00:00
"When first responders arrived to the Nova Music Festival scene, they found even more horrific evidence of Hamas' scheme: Landmines and heavy mortars found in Hamas vehicles meant to cause even more destruction and chaos.",0,Zionist,southfirstresponders,2023-11-13T14:03:56+00:00
"In this next clip, one of the terrorists observes an Israeli helicopter arriving to the area, takes aim, and fires a surface-to-air missile, one of hundreds identified as being used by Hamas's terrorist army in the October 7th attack.   Meanwhile, another party-goer is seen being dragged off to become a hostage.",0,Zionist,southfirstresponders,2023-11-13T13:52:44+00:00
"In this clip we can see huge numbers of Hamas terrorists walking toward the Nova party area to take hostages.   Walking in the opposite direction, we can see a group of Hamas terrorists as they take a party-goer back to Gaza.  At 00:27 one of them forces the hostage to talk on the phone, presumably to torment his family and cause even more anguish (a trend we saw throughout the hostage taking).",0,Zionist,southfirstresponders,2023-11-13T13:45:13+00:00
"Hamas has built one of the largest terrorist armies of modern times. They built it specifically to target innocent civilians and achieve their genocidal goals.   This footage, taken from a terrorist toyota dashcam, shows how Hamas devoted a huge portion of its invading force on 7th of October to specifically attack the Nova Music Festival, torturing, kidnapping, and killing innocent youth en-masse.    It also shows how Hamas terrorists were equipped to repel the Israeli rescue efforts in order maximize the carnage.",0,Zionist,southfirstresponders,2023-11-13T13:24:06+00:00
"We do not know this man's fate.   But we do know that he, like over 1,400 Israelis and foreign nationals, was a target of Hamas' cruelty and indiscriminate hatred regardless of his race or religion.",0,Zionist,southfirstresponders,2023-11-08T14:44:58+00:00
"In this video we see more of the carnage as Hamas took control of the 232 road and set up checkpoints to specifically target and kill civilians.  At the beginning of the footage, the Go-Pro holder is heard screaming ""we have a special mission!""  At 02:05 They reach an intersection and find a Bedouin man hiding inside. They call for him to ""come out and be identified.""  At which point they proceed to humiliate him and beat him as he begs for mercy.  At 03:09, another car passes by and the terrorists open massive fire on the drivers.   At 04:40, as they continue to beat him, one terrorist says to the other ""have patience"" as if to insinuate something else is coming  At 07:29, they then steal the man's car and put a jihadist flag on it (note that as we have seen throughout, the Hamas terrorists did not carry any Palestinian national flags, only the flags of Hamas and Jihad).",0,Zionist,southfirstresponders,2023-11-08T14:43:52+00:00
"""You don't recognize Allah, you dog!"" Hamas beats and tortures Muslim-Israelis on the 7th of October massacre.  In the coming footage, which has been shared widely online and in Israeli messaging forums, Hamas terrorists are seen tying up, beating and humiliating a Israeli-Arab-Muslim of Bedouin heritage, all while firing indiscriminately on passing vehicles.",0,Zionist,southfirstresponders,2023-11-08T14:36:41+00:00
"In this footage, we see a group of terrorists as they identify more civilians for slaughter off the side of the road on highway 232.   At first the Go-Pro holder calls out to the other terrorists ""I am from the Qassam brigades!"" (Hamas's armed wing)  Then, upon reaching the crashed vehicle and seeing survivors, the terrorist's gun jams. He calls another terrorist saying ""Come! Come Kill them!""  Both terrorists then begin shooting at the wounded Israeli civilians.",0,Zionist,southfirstresponders,2023-11-07T16:40:36+00:00
"""Come, come kill them!""   The coming video, taken from a terrorist Go-Pro on October 7th, shows Hamas terrorists systematically executing wounded civilians inside a vehicle after they crashed in an apparent escape from the Nova Music Festival on Road 232 on that horrific day exactly one month ago.",0,Zionist,southfirstresponders,2023-11-07T16:12:30+00:00
And here are their bodies.,0,Zionist,southfirstresponders,2023-11-06T18:26:06+00:00
"This, is the aftermath.  This widely-published emergency responder footage from Alumim shows the killing room, after the bodies were removed. Like so many  were slaughtered by Hamas without regard for their nationality or religion.",0,Zionist,southfirstresponders,2023-11-06T18:18:01+00:00
"In this security camera footage from that day in Alumim, we can see Hamas terrorists round up foreign nationals, taking them to their living quarters.",0,Zionist,southfirstresponders,2023-11-06T18:12:02+00:00
"Killing for the sole purpose of killing:  Hamas mass-executes Nepalese and Thai nationals on 7/10.  On the 7th of October massacres, nationals from dozens of countries were killed, injured, and kidnapped by Hamas. Many of them were Thai and Nepalese nationals who were part of agricultural education programs in southern Israel, sent to learn Israeli methods to take back to their homelands.   In this coming footage we will show how Hamas terrorists rounded up Nepalese and Thail nationals at Kibbutz Alumim, threw them into a killing room, and slaughtered them in an act of cold-blooded murder.",0,Zionist,southfirstresponders,2023-11-06T17:49:54+00:00
"""I'm here with a baby!""  This bodycam footage from the same scene (widely published in Israeli media) shows the moments Israeli police rescue the two orphaned children under heavy fire.",0,Zionist,southfirstresponders,2023-11-05T20:44:49+00:00
"Clip 3: The children are rescued by Israeli police  At 00:15, Israeli police begin fighting back the terrorists. At first, the policemen pass the vehicle with the children inside, but then upon hearing their screams, return to rescue the two girls and rush them to safety.",0,Zionist,southfirstresponders,2023-11-05T20:36:01+00:00
"Clip 2: Execution at point blank range.   At 00:10 of the clip, the terrorists fire at another approaching vehicle and fire on the occupants at point blank range  They execute the mother in front of their small children in the back of the vehicle.    According to the media, the father of this family was also killed in the attack that day, turning those young children into orphans.",0,Zionist,southfirstresponders,2023-11-05T20:32:36+00:00
"Clip 1: Terrorists attack the area with heavy weapons and start killing civilians.  At 00:10, The terrorists fire on passing civilian vehicles and execute the driver at point-blank range (left side of the screen).  At 00:48, the terrorists fire an RPG at the police station.",0,Zionist,southfirstresponders,2023-11-05T20:30:47+00:00
"Terror and Carnage in Sderot:   In the coming moments we will publish security camera footage from Sderot on 7th of October.   This footage will show Hamas terrorists attacking the city center and police station, shooting Israeli parents at point blank range in front of their children, and a heroic rescue by Israeli police under fire.",0,Zionist,southfirstresponders,2023-11-05T20:20:45+00:00
We do not know her fate.,0,Zionist,southfirstresponders,2023-11-05T15:54:39+00:00
"Trembling with fear: Hamas targeted the elderly for kidnapping   In this new security camera footage from Kibbutz Be'eri, on 7th October, we can see the moment hoards of terrorists overtake civilian homes. At minute 01:45, (left side of the frame) the terrorists can be seen leading an elderly woman out of her home to be taken captive.",0,Zionist,southfirstresponders,2023-11-05T15:53:24+00:00
These youth were intentionally massacred. There were no military targets at a music festival themed for a celebration of peace.   And yet international media outlets continue to give a stage to Hamas criminals who have the audacity to claim that they did not target civilians on 7th of October. We urge you not to stay silent and fight Hamas evil by sharing this tragedy.,0,Zionist,southfirstresponders,2023-11-03T21:48:42+00:00
"This footage is taken from the body cameras of elite Israeli units as they cleared the area of the festival.  Through the video, the police officer is heard in a trembling voice trying to call out for survivors.  Further description of what they saw is not needed.",0,Zionist,southfirstresponders,2023-11-03T21:38:14+00:00
"In line with the purpose and mission of this channel, we feel obliged to share new footage from the immediate aftermath of the Nova Music Festival on 7th of October which is currently being widely shared on Israeli message groups for the world to see.",0,Zionist,southfirstresponders,2023-11-03T21:32:38+00:00
"Ariel Livia of Ofakim, killed at 28 years old saving his family from Hamas terrorists. May his memory be a blessing.  We will continue posting evidence of Hamas' genocidal rampage in the name of Ariel and over 1,400 Israelis who died on 7/10.",0,Zionist,southfirstresponders,2023-11-02T19:26:17+00:00
"In this final clip, we can see an Israeli police officer battling terrorists (bottom left of the screen) still barricaded in the Livia house, as Ariel's body lies tragically on the roof after saving the lives of his family. Out of respect for the Livia family, we have made edits to blur the image.",0,Zionist,southfirstresponders,2023-11-02T19:24:42+00:00
"In these first clips we can see police and civilian volunteers battling terrorists house-to-house, on the streets and rooftops, to rescue hostages throughout the city.",0,Zionist,southfirstresponders,2023-11-02T19:18:12+00:00
"Tragedy and Herosim in Ofakim:  On 7/10, the city of Ofakim was overrun by Hamas terrorists who rampaged through homes, killing civilians and taking hostages. In widely published security camera footage (posted again here), Ofakim resident Ariel Livia was seen bravely evacuating his young children and other members of his family to safety on to the roof of their grandmother's home after terrorists burst their way in.   Tragically, Ariel was not able to escape in time.    In the coming post we will show new drone footage of how Israeli police, completely outnumbered and outgunned, took back their city from Hamas, including battling the terrorists who killed Livia in the same home.",0,Zionist,southfirstresponders,2023-11-02T19:09:28+00:00
